4	16
4	18
4	22
4	35
4	37
4	38
4	39
4	40
4	41
4	49
4	64
4	74
7	14
7	20
7	48
7	52
7	53
7	62
7	66
7	67
7	69
7	71
7	72
7	78
7	8
8	16
8	18
8	22
8	35
8	37
8	38
8	39
8	40
8	41
8	49
8	64
8	74
