000064cd0c64af6dbbfa651c906eac02	8	662110
0000882780fa357a22eb928be4f7d42c	8	662535
0000aa23eac90e467badf7ed25d04319	4	1750889
00022b7904fd06bc4466365709ef1ad3	7	1797857
00034d1d264e971c1fbc42319745417f	8	663992
0005425aef54f61559d6ef5ecf76c7b1	7	1770335
000a1c150be461319cf449049ebdf552	8	664710
000a386aa85786084622212eea2712fa	7	1817105
000a3f1575f3b9f21c3b81eade06ae10	7	1756947
000bb2d7395b0c41c715b9b7de15c7dc	7	1809832
000c4688465f5bdab20626ad9651093c	7	1811783
000d1d40b5a0d48dac3807f6739cce79	7	1822798
000d4837d89429be850b4846ef13cbba	7	1769625
00108b94c63a17bef0b9dd7f89a423b0	7	1763917
00121cc3c45d870105df0e6497475c63	4	1750754
0012d4f816dfd7378291f56a57da8bf4	7	1841704
001398cab7cbb1364bac38110fc5dcb0	7	1817234
001687af3d33bc8140656a61ce2fbee9	4	1746132
00186a31b3677f3792ac405a2be2ef05	7	1835151
001a54233dc225ca1568808555000449	8	663185
001b35e7359cbf642824e50bc8119463	7	1783367
001c261a9459c87fd94da948bfa014e7	7	1809411
001d5c045174cae0153156b832208509	4	1746747
00252f3826502ce2225bc0de18232e3c	8	659797
00257059dce4c2508c96b994c1d43f31	4	1747188
002728d04de53582811fffc0a078e8e5	7	1803430
00290616908ce243edb2af7ccc8314ef	7	1795088
0029b77554920a2bb68adffd7845afc6	7	1807456
002a278850f95bee4ea4d4b0dd9f6cd0	7	1771414
002b9f23ff66325c6c965f8e67d5abfe	8	661461
002bc1561cea5acda908720c4dc5d47d	7	1773248
002dd6b1496711f5ea359500cca8bcf6	8	661472
002e40ee727f46272cb5aaad07667d3f	8	663210
002eb7ccac5d20cfa5478d5c15e8acd6	4	1748256
002f82afd11a942816db34c381590bed	4	1745467
0032790fb5b7ac014fd4d1b845db4f10	7	1768166
003317fd966d8faf1fed0466c60e47e7	7	1775665
0036438e94321b16d737bcd926b27e11	7	1840090
0039ad6efe73befe07ea89970701aa26	4	1745490
003ed7f1ce2c38dcb7bf02e8e90b3256	4	1748414
00408fc19188462861eb2aa6223f3511	8	664006
00442ae3eec84770c5f2ec078ee251b4	7	1782558
0044867624537f271bac44ad95ee76b2	7	1766129
0045a783e148c6da9f0101a93d6ed00f	7	1781139
0046b3c5cb0e4a764e820d7313e0b752	7	1840088
004782f51957f58ca11a204e136825cf	8	661835
00493807111dadfd08a4f2a4fa832d6e	4	1747375
004938be3ef08be93df494db27a72859	7	1811136
004bd957db4b2982f5637edf80237e95	8	659641
004bf2c8be3560855a9ec4797f787083	7	1815242
004e7973b20c71f1ac69b47283ccb8ea	7	1836546
004f3041c42d2260f8d276494e31d353	7	1804865
004f6920c26426dc854be7e7105e4b54	7	1819356
004fb8fdeaf0a5f3294ba1f824c62bc7	7	1760305
0053a6f700060fd05730c7dca4aba2e5	8	662508
00550a59800bdedfa0deb258e8adeedf	7	1825522
0055ed0979c9da0e823d71d0eeb5cd8f	7	1783227
0058299815a0f3a6002cf44535dea276	4	1745710
005c5a926cbdf8ec1d6abc3638151d79	8	663399
00615899a1604c63574d6ab5a10a1ef9	4	1747039
0061a7d7ab19f774315993a1a3610efc	7	1782777
00624fecd1911123d9dc6c61f8d9ddc0	7	1785223
00630274f4881408d97a1e2d78f425b3	7	1812916
006959cb8c711fb8b82f598cce218c46	8	664820
006b3736cedd23ecbc54f9bc6aed2e6c	4	1750477
006c11e0ea07446111878da41dac0e53	4	1745148
006f67e482690b254f574c22b419da43	4	1750746
006fe184fd628a1f3e8d252e02755a87	7	1812833
006ffca7edf29dcdfe4969a9acfc00ac	7	1803514
0070c5ee778d73ac9e46208094d0144b	8	664640
0070f883378fc6b6fa5628d53ccef979	8	665420
0072cbb3ce47a1d83bc71dfc3c644271	4	1749168
007339d095e9b4d6c41850bbb10701dd	7	1784490
00734367f4f6966829993e16a645d41e	7	1838041
00734b058909d8f0c2f4a9ddcdf1dec1	4	1748839
0073da3b3488deebceb0b00116694d38	7	1802851
007464f5bb2fd85bfcc2d849c6063a71	8	660239
0074a37aec234f740b6613384b25a1dc	7	1795533
0075e3bcc85cf5ceaa6141a1d27aba54	7	1826950
0076a8f3f34ca224bf5b02495c306191	7	1811411
0079ea84ce0209ba5c7d31679c25c192	7	1766090
007b39fbeb2ef37c2e708a49bff56b42	7	1784776
007d55e65710faec5fe1f85735b0fb34	8	661304
007de7a026430bdbd4e5f112e89224d2	8	664722
007e979939bf82c43093a3047b55fe81	8	662662
00805cb4be180785f49c97106092f733	7	1813295
0080fdaa66977d4cdb95f6b01c7592bf	7	1773627
008179684d0e4cc6c42687d9bf95aae7	8	662546
0083ce63dfd25deb882f352498298060	7	1757713
0083eed4727e7f7b16e8ff05e973ed2e	8	663460
0083ffceb6226a298584d9f5a4c9b2a8	7	1767665
0086b1dae13ecafc4061ac6066369d19	7	1780868
0086e46da4ff1c9e4e922622358aed52	8	664508
0089258805732f7ee833cd692303a084	4	1748247
00896ad3b2ad38a09aba1daeaaa5acb9	4	1750218
0089ca8905962747573e166785c457c2	7	1811087
008b52606be76bd99d10621a149724e6	7	1812037
008c7b71b8f1a404cc3b11cc3be12a69	7	1834846
008d2efb96bbe6635fd75c7c14026a06	7	1791761
0093618e8844dc79289d07cfa6f34b17	7	1798908
0093b53b88d456d0808e2673cd2051e0	7	1809559
00977975fd9ef15266dd858fe10e2fca	8	662779
009bee70462b3172414aec48fc7faba6	7	1768428
009c264659b3d29fe3c7cc6321bc6596	7	1764236
009d9dfc4758032057886d02ec9cbfb9	4	1748295
009df05af273249991dbdff56bc09689	7	1785220
009ff1f35874998a3e8c7078f6489bf8	4	1750682
00a34aab6476ee943342fd75c7ecdcb8	4	1750420
00a65f664b3454b08d36949cea52e1fc	7	1838171
00a7beb9519762e9b7b58b22c10147a0	8	660482
00a8796bd919de4f426e805054c55675	8	663827
00a8828625d9d13cd24aadb178e1cb90	7	1762423
00a88ef014e04e42ffb49058876d1742	4	1747152
00aaef8a549cb429728563b113c40574	7	1840224
00ac2bdd8f814bb3045ba11a86d0954b	7	1785548
00ae5079a3d6588c48084e1162dabb93	7	1834865
00b34e8ca399f8c18f52e5986884070d	4	1745848
00b42e852026eb2b8cc96cbf981c2e7e	4	1748416
00b52068ee0bbf7c8ec085882e54290d	7	1803058
00b543e2811bc1e140754fbc7ea55069	7	1762608
00ba268b30c3ae77ea876a3c5f8ae6de	8	664991
00bad0d4fae1644c638926df4fd48614	8	664378
00be34dc17ed08181499692702a05894	7	1778778
00be4dbab1f63d526ab0e16689773260	7	1791507
00bed1521deb84e74f65be8550cf3627	4	1745992
00bfe83e4768d46d85a38001a82e3586	7	1819057
00bff2b6c958e027af6703405b2a7e71	8	663159
