4	1745003	1745511
4	1745003	1746445
4	1745003	1746537
4	1745003	1746733
4	1745003	1746780
4	1745003	1747402
4	1745003	1747699
4	1745003	1748265
4	1745003	1748266
4	1745003	1748595
4	1745003	1748598
4	1745003	1749113
4	1745003	1749993
4	1745003	1750162
4	1745003	1750163
4	1745005	1747181
4	1745011	1745092
4	1745011	1747684
4	1745011	1748764
4	1745012	1750510
4	1745013	1745014
4	1745013	1745352
4	1745013	1745677
4	1745013	1745683
4	1745013	1745757
4	1745013	1748274
4	1745013	1748725
4	1745013	1749334
4	1745013	1749563
4	1745013	1749580
4	1745013	1750069
4	1745014	1745013
4	1745014	1745352
4	1745014	1745677
4	1745014	1745683
4	1745014	1745757
4	1745014	1748274
4	1745014	1748725
4	1745014	1749334
4	1745014	1749563
4	1745014	1749580
4	1745014	1750069
4	1745019	1748805
4	1745020	1746982
4	1745020	1750501
4	1745020	1750593
4	1745021	1745678
4	1745021	1748607
4	1745021	1750500
4	1745025	1745026
4	1745025	1746908
4	1745026	1745025
4	1745033	1750484
4	1745036	1747290
4	1745037	1750129
4	1745043	1748747
4	1745043	1750465
4	1745044	1750464
4	1745047	1749416
4	1745050	1747314
4	1745050	1750460
4	1745052	1749130
4	1745052	1749545
4	1745052	1750111
4	1745055	1750106
4	1745055	1750107
4	1745056	1745558
4	1745056	1746412
4	1745056	1748389
4	1745056	1750108
4	1745058	1750110
4	1745066	1745896
4	1745066	1746925
4	1745066	1750169
4	1745067	1745132
4	1745067	1746641
4	1745067	1748634
4	1745072	1747112
4	1745072	1747579
4	1745073	1745382
4	1745073	1747110
4	1745073	1748370
4	1745073	1749344
4	1745073	1749353
4	1745073	1749605
4	1745076	1745109
4	1745076	1745203
4	1745076	1745220
4	1745076	1745560
4	1745076	1745946
4	1745076	1746011
4	1745076	1746121
4	1745076	1746123
4	1745076	1746173
4	1745076	1746175
4	1745076	1746228
4	1745076	1746278
4	1745076	1746674
4	1745076	1746699
4	1745076	1746799
4	1745076	1747140
4	1745076	1747155
4	1745076	1747276
4	1745076	1747449
4	1745076	1747690
4	1745076	1748012
4	1745076	1748143
4	1745076	1748145
4	1745076	1748692
4	1745076	1748815
4	1745076	1748885
4	1745076	1749061
4	1745076	1749204
4	1745076	1749209
4	1745076	1749296
4	1745076	1749301
4	1745076	1749635
4	1745076	1749855
4	1745076	1750049
4	1745076	1750288
4	1745076	1750339
4	1745076	1750480
4	1745076	1750556
4	1745076	1750751
4	1745076	1750935
4	1745076	1750956
4	1745076	1750958
4	1745080	1745663
4	1745080	1749955
4	1745081	1746383
4	1745081	1746817
4	1745081	1748335
4	1745081	1748354
4	1745081	1750659
4	1745081	1750663
4	1745091	1745895
4	1745092	1745011
4	1745092	1747684
4	1745096	1745303
4	1745096	1745304
4	1745096	1745890
4	1745096	1747694
4	1745097	1746446
4	1745097	1746447
4	1745097	1746733
4	1745097	1747404
4	1745097	1747697
4	1745097	1747698
4	1745097	1747912
4	1745097	1748595
4	1745097	1748597
4	1745097	1749113
4	1745097	1749115
4	1745097	1749587
4	1745097	1751004
4	1745099	1746446
4	1745099	1746447
4	1745099	1746733
4	1745099	1746737
4	1745099	1747404
4	1745099	1747405
4	1745099	1747698
4	1745099	1747912
4	1745099	1748595
4	1745099	1748597
4	1745099	1749113
4	1745099	1749115
4	1745099	1749587
4	1745099	1751004
4	1745102	1750840
4	1745103	1750605
4	1745109	1745076
4	1745109	1745203
4	1745109	1745220
4	1745109	1745560
4	1745109	1745946
4	1745109	1746011
4	1745109	1746121
4	1745109	1746123
4	1745109	1746173
4	1745109	1746175
4	1745109	1746228
4	1745109	1746278
4	1745109	1746674
4	1745109	1746699
4	1745109	1746799
4	1745109	1747140
4	1745109	1747155
4	1745109	1747276
4	1745109	1747449
4	1745109	1747690
4	1745109	1748012
4	1745109	1748143
4	1745109	1748145
4	1745109	1748692
4	1745109	1748815
4	1745109	1748885
4	1745109	1749061
4	1745109	1749204
4	1745109	1749209
4	1745109	1749296
4	1745109	1749301
4	1745109	1749635
4	1745109	1749855
4	1745109	1750049
4	1745109	1750288
4	1745109	1750339
4	1745109	1750480
4	1745109	1750556
4	1745109	1750751
4	1745109	1750935
4	1745109	1750956
4	1745109	1750958
4	1745117	1746656
4	1745120	1746655
4	1745120	1747783
4	1745125	1745322
4	1745126	1748742
4	1745129	1746643
4	1745132	1745067
4	1745132	1746641
4	1745132	1748634
4	1745138	1746639
4	1745138	1749405
4	1745138	1749779
4	1745139	1746637
4	1745139	1747446
4	1745140	1746636
4	1745142	1746361
4	1745142	1749220
4	1745143	1746463
4	1745144	1746635
4	1745147	1746632
4	1745150	1746627
4	1745153	1750386
4	1745160	1748826
4	1745163	1745230
4	1745163	1747898
4	1745167	1748216
4	1745176	1745295
4	1745176	1749307
4	1745181	1746648
4	1745181	1747188
4	1745181	1748799
4	1745183	1749142
4	1745183	1749530
4	1745190	1745672
4	1745190	1745673
4	1745190	1745674
4	1745190	1747700
4	1745190	1747914
4	1745190	1749973
4	1745190	1749974
4	1745195	1748554
4	1745199	1750192
4	1745202	1747099
4	1745203	1745076
4	1745203	1745109
4	1745203	1745220
4	1745203	1745560
4	1745203	1745946
4	1745203	1746011
4	1745203	1746121
4	1745203	1746123
4	1745203	1746173
4	1745203	1746175
4	1745203	1746228
4	1745203	1746278
4	1745203	1746674
4	1745203	1746699
4	1745203	1746799
4	1745203	1747140
4	1745203	1747155
4	1745203	1747276
4	1745203	1747449
4	1745203	1747690
4	1745203	1748012
4	1745203	1748143
4	1745203	1748145
4	1745203	1748692
4	1745203	1748815
4	1745203	1748885
4	1745203	1749061
4	1745203	1749204
4	1745203	1749209
4	1745203	1749296
4	1745203	1749301
4	1745203	1749635
4	1745203	1749855
4	1745203	1750049
4	1745203	1750288
4	1745203	1750339
4	1745203	1750480
4	1745203	1750556
4	1745203	1750751
4	1745203	1750935
4	1745203	1750956
4	1745203	1750958
4	1745206	1746138
4	1745206	1746698
4	1745206	1750141
4	1745207	1746137
4	1745209	1745913
4	1745210	1749352
4	1745211	1750741
4	1745213	1745915
4	1745216	1745252
4	1745216	1747749
4	1745216	1749963
4	1745219	1749526
4	1745220	1745076
4	1745220	1745109
4	1745220	1745203
4	1745220	1745560
4	1745220	1745946
4	1745220	1746011
4	1745220	1746121
4	1745220	1746123
4	1745220	1746173
4	1745220	1746175
4	1745220	1746228
4	1745220	1746278
4	1745220	1746674
4	1745220	1746699
4	1745220	1746799
4	1745220	1747140
4	1745220	1747155
4	1745220	1747276
4	1745220	1747449
4	1745220	1747690
4	1745220	1748012
4	1745220	1748143
4	1745220	1748145
4	1745220	1748692
4	1745220	1748815
4	1745220	1748885
4	1745220	1749061
4	1745220	1749204
4	1745220	1749209
4	1745220	1749296
4	1745220	1749301
4	1745220	1749635
4	1745220	1749855
4	1745220	1750049
4	1745220	1750288
4	1745220	1750339
4	1745220	1750480
4	1745220	1750556
4	1745220	1750751
4	1745220	1750935
4	1745220	1750956
4	1745220	1750958
4	1745223	1745546
4	1745223	1745902
4	1745223	1746417
4	1745223	1750656
4	1745224	1746526
4	1745224	1746871
4	1745224	1747853
4	1745224	1747944
4	1745224	1749967
4	1745226	1749568
4	1745228	1747683
4	1745228	1749979
4	1745229	1745921
4	1745230	1745163
4	1745230	1747898
4	1745233	1745246
4	1745234	1747443
4	1745240	1745924
4	1745246	1745233
4	1745251	1745867
4	1745251	1745930
4	1745252	1745216
4	1745252	1747749
4	1745252	1749963
4	1745253	1748915
4	1745260	1745581
4	1745260	1745943
4	1745262	1745599
4	1745262	1745944
